STORE_NUM,CHEMICAL__,AKA1,AKA2,CLS,RPT_CDE,RPT_UNIT,MCL,NL,TRIGGER_AM,DLR,RPHL,CHEM_SORT_,PS
00081,COLOR,"COLOR, APPARENT (UNFILTERED)",,T,GP,UNITS,15.00000,0.00000,15.00000,0.00000,0.00000,COLOR,S
11503,COMBINED RA 226 + RA 228,,,R,RA,PCI/L,5.00000,0.00000,5.00000,2.00000,0.00000,COMBINED RA 226 + RA 228,
11504,COMBINED RA 226 + RA 228 COUNTING ERROR,,,R,RA,PCI/L,0.00000,0.00000,0.00000,0.00000,0.00000,COMBINED RA 226 + RA 228 COUNT,
A-076,COMBINED RA 226 + RA 228 MDA95,,,R,RA,PCI/L,0.00000,0.00000,0.00000,0.00000,0.00000,,
01042,COPPER,CU,,T,IO,UG/L,1000.00000,0.00000,1000.00000,50.00000,0.00000,COPPER,P
81293,COUMAPHOS,CO-RAL,BAYMIX,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,COUMAPHOS,
39140,CRESOTE,COAL TAR,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,CRESOTE,
77356,CUMENE,1-METHYL-4-ISOPROPYLBENZENE,,P,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,CUMENE,
81757,CYANAZINE,BLADEX,,A,XX,UG/L,0.00000,0.00000,0.00000,150.00000,0.00000,CYANAZINE,
01291,CYANIDE,,,T,IO,UG/L,150.00000,0.00000,150.00000,100.00000,0.00000,CYANIDE,P
81892,CYCLOATE,RONEET,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,CYCLOATE,
39770,DACTHAL,CHLORTHAL,DCPA,A,XX,UG/L,0.00000,0.00000,0.00000,0.10000,0.00000,DACTHAL,
38432,DALAPON,DOWPON,,A,SOC,UG/L,200.00000,0.00000,10.00000,10.00000,0.00000,DALAPON,P
A-045,DCPA (TOTAL DI & MONO ACID DEGRADATES),,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,DCPA (TTL DI & MONO ACID DEGR),
A-013,D-D MIXTURE,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,D-D MIXTURE,
39360,DDD,TDE,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,DDD,
39365,DDE,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,DDE,
39370,DDT,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,DDT,
38775,DDVP,DICHLORVOS,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,DDVP,
34259,DELTA-BHC,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.05000,0.00000,DELTA-BHC,
39560,DEMETON,SYSTOX,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,DEMETON,
A-026,DI(2-ETHYLHEXYL)ADIPATE,DI(ETHYLHEXYL)ADIPATE,,B,SOC,UG/L,400.00000,0.00000,5.00000,5.00000,0.00000,DI(2-ETHYLHEXYL)ADIPATE,P
C2814,PERFLUOROUNDECANOIC ACID (PFUnA),(PFUnA),,X,XX,NG/L,0.00000,0.00000,0.00000,0.00000,0.00000,PERFLUOROUNDECANOIC ACID (PFUnA),
A-036,DIISOPROPYL ETHER,DIPE,,P,XX,UG/L,0.00000,0.00000,0.00000,3.00000,0.00000,DIISOPROPYL ETHER,
38458,DIMETHOATE,CYGON,PHOSPHAMIDE,A,UB,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,DIMETHOATE,
34341,DIMETHYL PHTHALATE,,,B,XX,UG/L,0.00000,0.00000,0.00000,5.00000,0.00000,DIMETHYL PHTHALATE,
39110,DI-N-BUTYLPHTHALATE,,,B,XX,UG/L,0.00000,0.00000,0.00000,5.00000,0.00000,DI-N-BUTYLPHTHALATE,
34596,DI-N-OCTYLPHTHALATE,,,B,XX,UG/L,0.00000,0.00000,0.00000,5.00000,0.00000,DI-N-OCTYLPHTHALATE,
81287,DINOSEB,DNBP,BASANITE,A,SOC,UG/L,7.00000,0.00000,2.00000,2.00000,0.00000,DINOSEB,P
38783,DIOXATHION,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,DIOXATHION,
78004,DIPHENAMIDE,ENIDE,,A,XX,UG/L,0.00000,0.00000,200.00000,100.00000,0.00000,DIPHENAMIDE,
78885,DIQUAT,REGLONE,,A,SOC,UG/L,20.00000,0.00000,4.00000,4.00000,15.00000,DIQUAT,P
81888,DISULFOTON,,,A,XX,UG/L,0.00000,0.00000,0.00000,100.00000,0.00000,DISULFOTON,
39650,DIURON,KARMEX,,A,UB,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,DIURON,
39920,DNOC,DINITROCRESOL,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,DNOC,
81294,DYFONATE,FONOFOS,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,DYFONATE,
39014,DYLOX,TRICHLOROPHON,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,DYLOX,
99906,E.COLI,,,,,,0.00000,0.00000,0.00000,0.00000,0.00000,,P
34361,ENDOSULFAN I,,,B,XX,UG/L,0.00000,0.00000,0.00000,0.01000,0.00000,ENDOSULFAN I,
34356,ENDOSULFAN II,,,B,XX,UG/L,0.00000,0.00000,0.00000,0.01000,0.00000,ENDOSULFAN II,
34351,ENDOSULFAN SULFATE,,,B,XX,UG/L,0.00000,0.00000,0.00000,0.05000,0.00000,ENDOSULFAN SULFATE,
38926,ENDOTHALL,ENDOTHAL,,A,SOC,UG/L,100.00000,0.00000,45.00000,45.00000,0.00000,ENDOTHALL,P
39390,ENDRIN,HEXADRIN,,B,SOC,UG/L,2.00000,0.00000,0.00000,0.10000,0.00000,ENDRIN,P
34366,ENDRIN ALDEHYDE,,,B,XX,UG/L,0.00000,0.00000,0.00000,0.05000,0.00000,ENDRIN ALDEHYDE,
81290,EPN,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,EPN,
81894,EPTC,EPTAM,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,EPTC,
A-053,ESTRONE,,,X,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,ESTRONE,
77004,ETHANOL,ALCOHOL,ETHYL ALCOHOL,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,ETHANOL,
A-051,ETHINYL ESTRADIOL,,,X,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,ETHINYL ESTRADIOL,
39398,ETHION,,,A,XX,UG/L,0.00000,0.00000,4.00000,0.00000,0.00000,ETHION,
46315,ETHYL PARATHION,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,ETHYL PARATHION,
34371,ETHYLBENZENE,ETHYL BENZENE,,P,VOC,UG/L,300.00000,0.00000,0.00000,0.50000,680.00000,ETHYLBENZENE,P
77651,ETHYLENE DIBROMIDE (EDB),EDB,"1,2-DIBROMOETHANE",A,SOC,UG/L,0.05000,0.00000,0.00000,0.02000,0.00000,ETHYLENE DIBROMIDE (EDB),P
77023,ETHYLENE GLYCOL,,,NL,XX,UG/L,14000.00000,14000.00000,0.00000,0.00000,0.00000,ETHYLENE GLYCOL,
38928,ETHYLENE THIO UREA,,,A,XX,UG/L,0.00000,0.00000,0.00000,5.00000,0.00000,ETHYLENE THIO UREA,
78151,ETHYLENEDIAMINE TETRA-ACETIC ACID (EDTA),,,X,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,ETHYLENEDIAMINE TETRA-ACETIC A,
A-033,ETHYL-TERT-BUTYL ETHER,ETBE,,P,XX,UG/L,0.00000,0.00000,0.00000,3.00000,0.00000,ETHYL-TERT-BUTYL ETHER,
38929,FENAMIPHOS,NEMACURE,,A,XX,UG/L,0.00000,0.00000,0.00000,5.00000,0.00000,FENAMIPHOS,
38797,FENSULFOTHION,DASANIT,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,FENSULFOTHION,
38801,FENTHION,BAYTEX,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,FENTHION,
38468,FENURON,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,FENURON,
38473,FENURON-TCA,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,FENURON-TCA,
38806,FERBAM,CARBAMATE,FERMATE,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,FERBAM,
79194,FLUCHLORALIN,BASALIN,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,FLUCHLORALIN,
38811,FLUOMETURON,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,FLUOMETURON,
34376,FLUORANTHENE,,,B,XX,UG/L,0.00000,0.00000,0.00000,5.00000,0.00000,FLUORANTHENE,
34381,FLUORENE,,,B,XX,UG/L,0.00000,0.00000,0.00000,5.00000,0.00000,FLUORENE,
00951,FLUORIDE (F) (NATURAL-SOURCE),F,,T,IO,MG/L,2.00000,0.00000,2.00000,0.10000,1.00000,FLUORIDE (F) (NATURAL-SOURCE),P
A-035,FLUORIDE (TREATMENT RELATED-DISTRIBUTION),,,T,IO,MG/L,0.00000,0.00000,0.00000,0.10000,0.00000,FLUORIDE (TREATMENT-DISTRIBUTI,P
38260,FOAMING AGENTS (MBAS),MBAS,,T,GP,MG/L,0.50000,0.00000,0.00000,0.00000,0.00000,FOAMING AGENTS (MBAS),S
04095,FONOFOS,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,FONOFOS,
71880,FORMALDEHYDE,,,NL,XX,MG/L,0.00000,0.10000,0.10000,0.00000,0.00000,FORMALDEHYDE,
A-004,GARLON,TRICLOPYR,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,GARLON,
A-063,GEMFIBROZIL,,,X,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,GEMFIBROZIL,
A-048,GLYOXAL,,,P,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,GYLOXAL,
79743,GLYPHOSATE,,,A,SOC,UG/L,700.00000,0.00000,25.00000,25.00000,700.00000,GLYPHOSATE,P
01501,GROSS ALPHA,TOTAL ALPHA,,R,RA,PCI/L,15.00000,0.00000,5.00000,3.00000,0.00000,GROSS ALPHA,P
01502,GROSS ALPHA COUNTING ERROR,TOTAL ALPHA COUNTING ERROR,,R,RA,PCI/L,0.00000,0.00000,0.00000,0.00000,0.00000,GROSS ALPHA COUNTING ERROR,
A-072,GROSS ALPHA MDA95,,,R,RA,PCI/L,0.00000,0.00000,0.00000,0.00000,0.00000,,P
03501,GROSS BETA,TOTAL BETA,,R,RA,PCI/L,50.00000,0.00000,50.00000,4.00000,0.00000,GROSS BETA,P
A-071,GROSS BETA CALCULATED DOSE EQUIVALENT,,,R,RA,MREM/Y,4.00000,0.00000,4.00000,0.00000,0.00000,,P
03502,GROSS BETA COUNTING ERROR,TOTAL BETA COUNTING ERROR,,R,RA,PCI/L,0.00000,0.00000,0.00000,0.00000,0.00000,GROSS BETA COUNTING ERROR,
A-077,GROSS BETA MDA95,,,R,RA,PCI/L,0.00000,0.00000,0.00000,0.00000,0.00000,,P
GWR,GROUND WATER RULE,,,,,,0.00000,0.00000,0.00000,0.00000,0.00000,,
39580,GUTHION,AZINPHOS METHYL,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,GUTHION,
A-049,HALOACETIC ACIDS (5) (HAA5),,,P,DBP,UG/L,60.00000,0.00000,60.00000,0.00000,0.00000,HALOACETIC ACIDS (5) (HAA5),P
00900,HARDNESS (TOTAL) AS CACO3,,,T,GP,MG/L,0.00000,0.00000,0.00000,0.00000,0.00000,HARDNESS (TOTAL) AS CACO3,
39410,HEPTACHLOR,,,B,SOC,UG/L,0.01000,0.00000,0.00000,0.01000,0.00000,HEPTACHLOR,P
39420,HEPTACHLOR EPOXIDE,,,B,SOC,UG/L,0.01000,0.00000,0.00000,0.01000,0.00000,HEPTACHLOR EPOXIDE,P
39700,HEXACHLOROBENZENE,,,B,SOC,UG/L,1.00000,0.00000,0.00000,0.50000,0.00000,HEXACHLOROBENZENE,P
34391,HEXACHLOROBUTADIENE,,,B,UB,UG/L,0.00000,0.00000,0.00000,0.50000,0.00000,HEXACHLOROBUTADIENE,
34386,HEXACHLOROCYCLOPENTADIENE,,,B,SOC,UG/L,50.00000,0.00000,1.00000,1.00000,0.00000,HEXACHLOROCYCLOPENTADIENE,P
34396,HEXACHLOROETHANE,,,B,XX,UG/L,0.00000,0.00000,0.00000,5.00000,0.00000,HEXACHLOROETHANE,
81591,HEXANOL,,,B,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,HEXANOL,
38815,HEXAZINONE,VELPAR,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,HEXAZINONE,
82203,HMX,,,NL,XX,UG/L,350.00000,350.00000,0.00000,0.00000,0.00000,HMX,
81313,HYDRAZINE,,,B,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,HYDRAZINE,
71875,HYDROGEN SULFIDE,,,T,XX,MG/L,0.00000,0.00000,0.00000,0.00000,0.00000,HYDROGEN SULFIDE,
39100,DI(2-ETHYLHEXYL)PHTHALATE,DEHP,BIS (2-ETHYLHEXYL)PHTHALATE,B,SOC,UG/L,4.00000,0.00000,3.00000,3.00000,4.00000,DI(2-ETHYLHEXYL)PHTHALATE,P
39570,DIAZINON,,,NL,XX,UG/L,0.00000,1.20000,0.00000,0.00000,0.00000,DIAZINON,
34556,"DIBENZO (A,H) ANTHRACENE",,,B,XX,UG/L,0.00000,0.00000,0.00000,5.00000,0.00000,"DIBENZO (A,H) ANTHRACENE",
82721,DIBROMOACETIC ACID (DBAA),DBAA,,P,DBP,UG/L,0.00000,0.00000,0.00000,1.00000,0.00000,DIBROMOACETIC ACID (DBAA),
A-040,DIBROMOCHLOROACETIC ACID (CDBAA),CDBAA,,P,,UG/L,0.00000,0.00000,0.00000,2.00000,0.00000,DIBROMOCHLOROACETIC ACID (CDBA,
32105,DIBROMOCHLOROMETHANE (THM),CHLORODIBROMOMETHANE,,TH,DBP,UG/L,0.00000,0.00000,0.00000,1.00000,0.00000,DIBROMOCHLOROMETHANE (THM),
38761,DIBROMOCHLOROPROPANE (DBCP),DBCP,DIBROMOCHLOROPROPANE,A,SOC,UG/L,0.20000,0.00000,0.00000,0.01000,0.00000,DIBROMOCHLOROPROPANE (DBCP),P
77596,DIBROMOMETHANE,,,P,UA,UG/L,0.00000,0.00000,0.00000,0.50000,0.00000,DIBROMOMETHANE,
82052,DICAMBA,BANVEL,,A,UC,UG/L,0.00000,0.00000,0.00000,1.50000,0.00000,DICAMBA,
38447,DICHLORAN,DCNA,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,DICHLORAN,
34328,DICHLORBROMOMETHANE,,,P,XX,UG/L,100.00000,0.00000,100.00000,0.00000,0.00000,DICHLORBROMOMETHANE,
77288,DICHLOROACETIC ACID (DCAA),DCAA,,P,DBP,UG/L,0.00000,0.00000,0.00000,1.00000,0.00000,DICHLOROACETIC ACID (DCAA),
34668,DICHLORODIFLUOROMETHANE (FREON 12),FREON 12,,NL,UA,UG/L,0.00000,1000.00000,0.00000,0.50000,0.00000,DICHLORODIFLUOROMETHANE,
34423,DICHLOROMETHANE,METHYLENE CHLORIDE,,P,VOC,UG/L,5.00000,0.00000,0.00000,0.50000,3.00000,DICHLOROMETHANE,P
81327,DICHLOROPROPANE,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,DICHLOROPROPANE,
82356,DICHLORPROP,"2,4-DP",,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,DICHLORPROP,
39780,DICOFOL,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.10000,0.00000,DICOFOL,
38454,DICROTOPHOS,BIDRIN,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,DICROTOPHOS,
39380,DIELDRIN,DIELDRINE,,B,UC,UG/L,0.00000,0.00000,0.00000,0.02000,0.00000,DIELDRIN,
34336,DIETHYL PHTHALATE,,,B,XX,UG/L,0.00000,0.00000,0.00000,5.00000,0.00000,DIETHYL PHTHALATE,
78214,DIETHYLBENZENE,,,B,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,DIETHYLBENZENE,
78882,DIFENZOQUAT,AVENGE,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,DIFENZOQUAT,
71830,HYDROXIDE ALKALINITY,OH,HYDROXIDE,T,GP,MG/L,0.00000,0.00000,0.00000,0.00000,0.00000,HYDROXIDE ALKALINITY,
A-064,IBUPROFEN,,,X,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,IBUPROFEN,
39800,IMIDAN,PHOSMET,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,IMIDAN,
34403,"INDENO (1,2,3-CD) PYRENE",,,B,XX,UG/L,0.00000,0.00000,0.00000,10.00000,0.00000,"INDENO (1,2,3-CD) PYRENE",
71865,IODIDE,,,T,XX,MG/L,0.00000,0.00000,0.00000,0.00000,0.00000,IODIDE,
A-065,IODINATED CONTRAST MEDIA,,,X,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,IODINATED CONTRAST MEDIA,
01045,IRON,FE,,T,GP,UG/L,300.00000,0.00000,300.00000,100.00000,0.00000,IRON,S
01046,"IRON, DISSOLVED",,,T,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,"IRON, DISSOLVED",S
34408,ISOPHORONE,,,B,XX,UG/L,0.00000,0.00000,0.00000,10.00000,0.00000,ISOPHORONE,
77015,ISOPROPYL ALCOHOL,,ISOPROPYL ALCOHOL,P,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,,
77223,ISOPROPYLBENZENE,,,NL,UB,UG/L,0.00000,770.00000,0.00000,0.50000,0.00000,ISOPROPYLBENZENE,
78878,KEROSENE,KEROSINE,,B,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,KEROSENE,
01302,LAMPREYCIDE,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,LAMPREYCIDE,
71813,LANGELIER INDEX @ 60 C,,,T,XX,,0.00000,0.00000,0.00000,0.00000,0.00000,LANGELIER INDEX @ 60 C,
71814,LANGELIER INDEX AT SOURCE TEMP.,,,T,XX,,0.00000,0.00000,0.00000,0.00000,0.00000,LANGELIER INDEX AT SOURCE TEMP,
01051,LEAD,PB,,T,IO,UG/L,0.00000,0.00000,15.00000,5.00000,0.00000,LEAD,P
39340,LINDANE,GAMMA-BHC,,B,SOC,UG/L,0.20000,0.00000,0.00000,0.20000,0.00000,LINDANE,P
38478,LINURON,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,LINURON,
A-066,LIPITOR,,,X,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,LIPITOR,
01132,LITHIUM,,,T,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,LITHIUM,
A-016,LONDAX,BENSULFURON METHYL,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,LONDAX,
A-014,"M,P-XYLENE",,,P,XX,UG/L,0.00000,0.00000,0.00000,0.50000,1750.00000,"M,P-XYLENE",
00927,MAGNESIUM,MG,,T,GP,MG/L,0.00000,0.00000,0.00000,0.00000,0.00000,MAGNESIUM,
39530,MALATHION,,,A,XX,UG/L,0.00000,0.00000,160.00000,0.00000,0.00000,MALATHION,
38831,MANCOZEB,DITHANE M-45,BUNTOSAN,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,MANCOZEB,
38835,MANEB,DITHANE M-22,MANZEB,A,XX,UG/L,0.00000,0.00000,0.00000,20.00000,0.00000,MANEB,
01055,MANGANESE,MN,,NL,IO,UG/L,50.00000,500.00000,50.00000,20.00000,0.00000,MANGANESE,S
01056,"MANGANESE, DISSOLVED",,,X,XX,UG/L,50.00000,0.00000,50.00000,0.00000,0.00000,"MANGANESE, DISSOLVED",S
39151,MCPA,DIMETHYLAMINE SALT,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,MCPA,
38486,MCPB,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,MCPB,
38492,MCPP,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,MCPP,
71900,MERCURY,HG,,T,IO,UG/L,2.00000,0.00000,2.00000,1.00000,2.00000,MERCURY,P
39019,MERPHOS,FOLEX,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,MERPHOS,
39020,METASYSTOX,DEMETON METHYL,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,METASYSTOX,
A-067,METHADONE,,,X,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,METHADONE,
38927,METHAMIDOPHOS,MONITOR,,A,XX,UG/L,0.00000,0.00000,0.00000,10.00000,0.00000,METHAMIDOPHOS,
78879,METHIDATHION,SUPRACIDE,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,METHIDATHION,
38500,METHIOCARB,MESUROL,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,METHIOCARB,
601-N,METHOD 601 NEGATIVE - NO 602 REPORTED,,,P,XX,,0.00000,0.00000,0.00000,0.00000,0.00000,METHOD 601 NEGATIVE - NO 602 R,
602-N,METHOD 602 NEGATIVE - NO 601 REPORTED,,,P,XX,,0.00000,0.00000,0.00000,0.00000,0.00000,METHOD 602 NEGATIVE - NO 601 R,
608-N,METHOD 608 NEGATIVE - AG'S STORED SEPERATELY,,,B,XX,,0.00000,0.00000,0.00000,0.00000,0.00000,METHOD 608 NEGATIVE - AG'S STO,
39051,METHOMYL,,,A,UC,UG/L,0.00000,0.00000,2.00000,2.00000,0.00000,METHOMYL,
39480,METHOXYCHLOR,,,A,SOC,UG/L,30.00000,0.00000,10.00000,10.00000,100.00000,METHOXYCHLOR,P
81595,METHYL ETHYL KETONE,MEK,BUTANONE,P,XX,UG/L,0.00000,0.00000,0.00000,5.00000,0.00000,METHYL ETHYL KETONE,
81596,METHYL ISOBUTYL KETONE,MIK,,NL,XX,UG/L,0.00000,120.00000,0.00000,5.00000,0.00000,METHYL ISOBUTYL KETONE,
39600,METHYL PARATHION,,,A,XX,UG/L,0.00000,0.00000,2.00000,0.00000,0.00000,METHYL PARATHION,
45058,METHYL PHENOL,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,METHYL PHENOL,
39790,METHYL TRITHION,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,METHYL TRITHION,
46491,METHYL-TERT-BUTYL-ETHER (MTBE),MTBE,,P,VOC,UG/L,13.00000,0.00000,3.00000,3.00000,0.00000,METHYL-TERT-BUTYL-ETHER (MTBE),
39356,METOLACHLOR,,,A,UC,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,METOLACHLOR,
A-092,METOLACHLOR ETHANE SULFONIC ACID,METOLACHLOR ESA,,X,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,METOLACHLOR ESA,
A-093,METOLACHLOR OXANILIC ACID,METOLACHLOR OA,,X,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,METOLACHLOR OA,
81408,METRIBUZIN,SENCORE,,A,UC,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,METRIBUZIN,
38507,MEXACARBATE,ZECTRAN,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,MEXACARBATE,
39755,MIREX,DECHLORANE,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,MIREX,
78883,MODOWN,BIFENOX,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,MODOWN,
82199,MOLINATE,ORDRAM,HYDRAM,A,SOC,UG/L,20.00000,0.00000,2.00000,2.00000,20.00000,MOLINATE,
01062,MOLYDBENDUM,,,T,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,MOLYDBENDUM,
A-041,MONOBROMOACETIC ACID (MBAA),MBAA,,P,DBP,UG/L,0.00000,0.00000,0.00000,1.00000,0.00000,MONOBROMOACETIC ACID (MBAA),
A-042,MONOCHLOROACETIC ACID (MCAA),MCAA,,P,DBP,UG/L,0.00000,0.00000,0.00000,2.00000,0.00000,MONOCHLOROACETIC ACID (MCAA),
34301,MONOCHLOROBENZENE,CHLOROBENZENE,,P,VOC,UG/L,70.00000,0.00000,0.00000,0.50000,30.00000,MONOCHLOROBENZENE,P
81890,MONOCROTOPHOS,AZODRIN,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,MONOCROTOPHOS,
38512,MONURON,MONUREX,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,MONURON,
38517,MONURON-TCA,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,MONURON-TCA,
A-068,MORPHINE,,,X,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,MORPHINE,
38935,MSMA,MONSODIUM,METHANEARSONATE,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,MSMA,
81710,M-XYLENE,,,P,XX,UG/L,0.00000,0.00000,0.00000,0.50000,1750.00000,M-XYLENE,
38851,NABAM,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,NABAM,
38855,NALED,BROMEX,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,NALED,
34696,NAPHTHALENE,,,NL,UB,UG/L,0.00000,17.00000,0.00000,0.50000,0.00000,NAPHTHALENE,
79195,NAPROPAMIDE,DEVRINOL,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,NAPROPAMIDE,
A-010,N-BUTYLBENZENE,,,NL,UB,UG/L,0.00000,260.00000,70.00000,0.50000,0.00000,N-BUTYLBENZENE,
38522,NEBURON,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,NEBURON,
52.1N,NEGATIVE 502.1,,,P,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,NEGATIVE 502.1,
52.2N,NEGATIVE 502.2,,,P,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,NEGATIVE 502.2,
53.1N,NEGATIVE 503.1,,,P,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,NEGATIVE 503.1,
508N,NEGATIVE 508 (PESTICIDES & PCB),,,B,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,NEGATIVE 508 (PESTICIDES & PCB,
508PN,NEGATIVE 508 (PESTICIDES-NO PCB),,,B,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,NEGATIVE 508 (PESTICIDES-NO PC,
54.1N,NEGATIVE 524.1,,,P,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,NEGATIVE 524.1,
54.2N,NEGATIVE 524.2,,,P,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,NEGATIVE 524.2,
525N,NEGATIVE 525 (BNA),,,B,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,NEGATIVE 525 (BNA),
525-N,NEGATIVE 525 (BNA),,,B,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,NEGATIVE 525 (BNA),
625-N,NEGATIVE 625 (BNA),,,B,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,NEGATIVE 625 (BNA),
